number;id;exp_x;exp_y;coeff
1119;561c7faf8516254b1188be1549d9c3fd;0,1,0,1;0,0,1,1;0.32485,0.21671,0.45455,-0.067077
1120;bb1f87885aefe6610cb5de7177e94197;0,1,0,1;0,0,1,1;-0.32485,-0.21671,-0.45455,0.067077
1121;37757e9391ea3320966a4d6528660c8d;0,1,0,1;0,0,1,1;-0.29504,0.33508,0.20802,0.2013
1122;c5ef96a336aa3d28ae1423d3c6a55756;0,1,0,1;0,0,1,1;0.29504,-0.33508,-0.20802,-0.2013
1123;057674e202afc9b4de961c8fb98f6315;0,1,0,1;0,0,1,1;0.071293,0.24321,0.45528,0.077671
1124;5d64115e1b45fe7b6b7eafb8e20d8bc6;0,1,0,1;0,0,1,1;-0.071293,-0.24321,-0.45528,-0.077671
1125;1537b9888f041ac74437e7d24e225435;0,1,0,1;0,0,1,1;-0.48373,0.48697,0.14732,0.14491
1126;428008ed9eab65874f0000a9fe0de0da;0,1,0,1;0,0,1,1;0.48373,-0.48697,-0.14732,-0.14491
1127;8e4e96c515e87f2245bbf0d64abbeac9;0,1,0,1;0,0,1,1;-0.13095,0.38213,0.20946,-0.038916
1128;c5e18c71184eb6b8ef44c185a2c22957;0,1,0,1;0,0,1,1;0.13095,-0.38213,-0.20946,0.038916
1129;fc32e2c8ce28209816dad2db6e469878;0,1,0,1;0,0,1,1;-0.21927,0.55052,0.090855,-0.038454
1130;16dc3d6820cba94d095f8d7e43bd55f4;0,1,0,1;0,0,1,1;0.21927,-0.55052,-0.090855,0.038454
1131;d65c9a311a2895cf97a7b8df096c1c19;0,1,0,1;0,0,1,1;0.11031,0.19073,0.33463,-0.11176
1132;8c7ad2ee3c1dfe96c2f5fbad9654b7d3;0,1,0,1;0,0,1,1;-0.11031,-0.19073,-0.33463,0.11176
1133;cdf9ac225fdf40ac46d9286e10e491f3;0,1,0,1;0,0,1,1;-0.43876,0.11059,0.46022,0.054757
1134;898569bb253dabe00d431e4c9a179d14;0,1,0,1;0,0,1,1;0.43876,-0.11059,-0.46022,-0.054757
1135;3ab1730f18e82936963bc61f92ea5ab4;0,1,0,1;0,0,1,1;-0.13553,0.32337,0.12714,-0.026276
1136;f6874a1664ad7685e66f88da1cf990ef;0,1,0,1;0,0,1,1;0.13553,-0.32337,-0.12714,0.026276
1137;420d7d19ade355a6bd5e68172f63aba7;0,1,0,1;0,0,1,1;-0.078385,0.26031,0.34808,-0.089808
1138;3d23f540ed44cda36cbbeaf9b46083e0;0,1,0,1;0,0,1,1;0.078385,-0.26031,-0.34808,0.089808
1139;93b6d85bdfb17dc14fc1465b86a9c08a;0,1,0,1;0,0,1,1;0.45633,0.19631,0.41794,-0.10429
1140;d3b2ba233b3362755261020c62ba4e0b;0,1,0,1;0,0,1,1;-0.45633,-0.19631,-0.41794,0.10429
1141;df5fa70f47d8ba4bca77122854fe7899;0,1,0,1;0,0,1,1;0.30823,0.31439,0.3006,0.020402
1142;936bed51eafa1dfb3b65193763f0c2d6;0,1,0,1;0,0,1,1;-0.30823,-0.31439,-0.3006,-0.020402
1143;dccafd111c21372d264362bdded2ecc4;0,1,0,1;0,0,1,1;0.37584,0.095958,0.49044,-0.014628
1144;f93dfcdc1c0f9e4e198052e177a24c87;0,1,0,1;0,0,1,1;-0.37584,-0.095958,-0.49044,0.014628
1145;9fcdcce58448af6678dc77d1d91bf5dd;0,1,0,1;0,0,1,1;0.065512,0.066399,0.21915,0.02451
1146;f1f9922b6330138f71d63bc4015167e4;0,1,0,1;0,0,1,1;-0.065512,-0.066399,-0.21915,-0.02451
1147;ef65903ed94ec9e814be03bb659573bf;0,1,0,1;0,0,1,1;0.17217,0.72178,0.22731,-0.14421
1148;18a3c408d78a2c45aabbfd9881926d7d;0,1,0,1;0,0,1,1;-0.17217,-0.72178,-0.22731,0.14421
1149;6259d948711d9e7896fdecae2a3fbb74;0,1,0,1;0,0,1,1;0.076386,0.2682,0.53394,-0.26673
1150;20a1cf48f43dc6698845ef55c13a5360;0,1,0,1;0,0,1,1;-0.076386,-0.2682,-0.53394,0.26673
1151;4b71c112640081c3c48de4eb6edfdd3b;0,1,0,1;0,0,1,1;-0.24443,0.4687,0.28644,0.090961
1152;8640aaf88f347197a4f8af2ee2b017cc;0,1,0,1;0,0,1,1;0.24443,-0.4687,-0.28644,-0.090961
1153;e69c4a3d483a397ef8ba2e124f227f11;0,1,0,1;0,0,1,1;0.12358,0.41346,0.43524,-0.049996
1154;dd283cb053dc80b20cfb76c4a6eac8ca;0,1,0,1;0,0,1,1;-0.12358,-0.41346,-0.43524,0.049996
1155;e45d1015ec346749694e53c96c4cd994;0,1,0,1;0,0,1,1;-0.07153,0.46907,0.42127,-0.029616
1156;c56fbbe7214af22f3b4b7a210874e65d;0,1,0,1;0,0,1,1;0.07153,-0.46907,-0.42127,0.029616
1157;d89331e5ae2abbfddf164cd27d7acd98;0,1,0,1;0,0,1,1;-0.00021187,0.34927,0.57137,0.066627
1158;940653e80696e97be39a18243a8cb7d2;0,1,0,1;0,0,1,1;0.00021187,-0.34927,-0.57137,-0.066627
1159;15124c3dbda8eed7c4e2c91ebbe29e52;0,1,0,1;0,0,1,1;0.27706,0.43059,0.49117,-0.23865
1160;beb604891e1faef76fba0dadda40a8d0;0,1,0,1;0,0,1,1;-0.27706,-0.43059,-0.49117,0.23865
1161;0f07786e59ae0c7dd720af1e76f61162;0,1,0,1;0,0,1,1;-0.17166,0.52321,0.31315,0.18587
1162;49118b14d27c01aa0d25dea21006f0db;0,1,0,1;0,0,1,1;0.17166,-0.52321,-0.31315,-0.18587
1163;ca1805875a82d9b122dbef8d6f606459;0,1,0,1;0,0,1,1;-0.089003,0.10825,0.06893,-0.0089328
1164;6413330a5e895a6e346e9a0b8b37c25c;0,1,0,1;0,0,1,1;0.089003,-0.10825,-0.06893,0.0089328
1165;5e49492e40d85235c8f38d37b88af77b;0,1,0,1;0,0,1,1;-0.090559,0.40796,0.43507,0.17133
1166;cfc915cbafe44cc536adff79df738f00;0,1,0,1;0,0,1,1;0.090559,-0.40796,-0.43507,-0.17133
1167;41b3186bfda4ff6992d4912ba8a144c5;0,1,0,1;0,0,1,1;-0.19693,0.38546,0.41475,0.27468
1168;0e247d4f5d802f99dc26a40c17387974;0,1,0,1;0,0,1,1;0.19693,-0.38546,-0.41475,-0.27468
1169;eb2ed6eb13f2d2281adf1463c01efe95;0,1,0,1;0,0,1,1;0.080292,0.41322,0.43662,-0.028276
1170;3f277ee18ee088c09c3f868e25b4a7cd;0,1,0,1;0,0,1,1;-0.080292,-0.41322,-0.43662,0.028276
1171;785e3bf44f36762668be88c0b88be87f;0,1,0,1;0,0,1,1;-0.047952,0.16896,0.39606,0.15022
1172;204fc238bfe14f401b66429de694e603;0,1,0,1;0,0,1,1;0.047952,-0.16896,-0.39606,-0.15022
1173;ff5de6948a60946fef2b98b476bad1d2;0,1,0,1;0,0,1,1;0.23882,0.28301,0.18595,-0.036211
1174;8a6fba7fcc9249498f9e4e5542648bc6;0,1,0,1;0,0,1,1;-0.23882,-0.28301,-0.18595,0.036211
1175;1119791dcec8974ed3905eff8b2cdcd5;0,1,0,1;0,0,1,1;0.30719,0.20386,0.29132,0.053863
1176;d2c71c03e8ae34aaaee691e8818c7bfe;0,1,0,1;0,0,1,1;-0.30719,-0.20386,-0.29132,-0.053863
1177;001ea6c4c48817643ccf0414ac45c970;0,1,0,1;0,0,1,1;-0.066405,0.48836,0.30166,0.20108
1178;aa5c6c454c731506202012c5681e8593;0,1,0,1;0,0,1,1;0.066405,-0.48836,-0.30166,-0.20108
1179;09a416dc77442140e237061f35bd7ad7;0,1,0,1;0,0,1,1;0.015084,0.29616,0.35924,0.19004
1180;3b4f5c345591c44c1498934c10ff0171;0,1,0,1;0,0,1,1;-0.015084,-0.29616,-0.35924,-0.19004
1181;c2ac7d97ecce33f77f1dc2ef8ce3c439;0,1,0,1;0,0,1,1;-0.016394,0.48208,0.32255,0.046961
1182;36d259cb925a3cec60ce65ebb32a13ea;0,1,0,1;0,0,1,1;0.016394,-0.48208,-0.32255,-0.046961
1183;612123f77e412e40e69911632c872cd3;0,1,0,1;0,0,1,1;-0.030078,0.46407,0.20208,-0.06999
1184;7ad1ec454a0538ccc48d085947877683;0,1,0,1;0,0,1,1;0.030078,-0.46407,-0.20208,0.06999
1185;ffc84ce659b295d6cbbe8bcea0fe7b69;0,1,0,1;0,0,1,1;-0.30872,0.53861,0.21267,0.18762
1186;a6aab778e0b688f645cc01e9de20d415;0,1,0,1;0,0,1,1;0.30872,-0.53861,-0.21267,-0.18762
1187;46b742685311781a49dc81e7c0b460a8;0,1,0,1;0,0,1,1;0.045341,0.26218,0.043697,0.010547
1188;756a9acc931854f0a5c595563976ba75;0,1,0,1;0,0,1,1;-0.045341,-0.26218,-0.043697,-0.010547
1189;3e2f4082c081abc4a20a8eab6d50e80d;0,1,0,1;0,0,1,1;-0.056556,0.25398,0.39044,0.21545
1190;93e443083c89bbac72326e0b575cb840;0,1,0,1;0,0,1,1;0.056556,-0.25398,-0.39044,-0.21545
1191;3e9c32c242de6f699512b8e666306eca;0,1,0,1;0,0,1,1;0.1846,0.45125,0.16706,0.12428
1192;7ec1534d59fd0ed1a7b9894711009e57;0,1,0,1;0,0,1,1;-0.1846,-0.45125,-0.16706,-0.12428
1193;549123f0ea1e1ffa272edbc44a4c30fd;0,1,0,1;0,0,1,1;-0.025141,0.48697,0.21855,-0.18861
1194;e746c87200c1bde69e6b716e7b1a6d82;0,1,0,1;0,0,1,1;0.025141,-0.48697,-0.21855,0.18861
1195;939421d6eb7accb6a22966254705af61;0,1,0,1;0,0,1,1;0.14882,0.16658,0.21775,0.033229
1196;0ab307eebcd47ae9a05ec1072ce6b97f;0,1,0,1;0,0,1,1;-0.14882,-0.16658,-0.21775,-0.033229
1197;5424d0597f325d7bba3576a4fd261fac;0,1,0,1;0,0,1,1;0.47701,0.37745,0.42395,-0.31709
1198;812cc30c6f400422a70937452e44e664;0,1,0,1;0,0,1,1;-0.47701,-0.37745,-0.42395,0.31709
1199;68f64fd586f93687fff4d582de062b88;0,1,0,1;0,0,1,1;0.075502,0.12219,0.063302,0.043591
1200;36dae9a464fd47c0fa03f9d26e511c79;0,1,0,1;0,0,1,1;-0.075502,-0.12219,-0.063302,-0.043591
1201;7c18c08032f9d51eb8e9e7ac28f9ec38;0,1,0,1;0,0,1,1;-0.13042,0.12462,0.80645,0.1042
1202;950cc80160e05f9c4ba62e61d3beb395;0,1,0,1;0,0,1,1;0.13042,-0.12462,-0.80645,-0.1042
1203;c70d98b4ee4de47e122bc870eacffa86;0,1,0,1;0,0,1,1;-0.029304,0.21862,0.49284,-0.20251
1204;3b85c2b20f3fffea5b553040874f2e66;0,1,0,1;0,0,1,1;0.029304,-0.21862,-0.49284,0.20251
1205;30715d4e81f545f52bbde2e9a153733d;0,1,0,1;0,0,1,1;-0.43521,0.33304,0.15668,0.135
1206;60bbc790ded227e9f9c11ddeaa00a4b8;0,1,0,1;0,0,1,1;0.43521,-0.33304,-0.15668,-0.135
1207;6c8cc0ea837a73f504cff47603e4af83;0,1,0,1;0,0,1,1;0.22828,0.17666,0.35388,-0.10392
1208;994090dacffcbbf6ae5aecc67d87e404;0,1,0,1;0,0,1,1;-0.22828,-0.17666,-0.35388,0.10392
1209;3c70983811fbceb389f5a3baa90357ce;0,1,0,1;0,0,1,1;0.23033,0.25066,0.54363,-0.24271
1210;10925a7ad5bcf144dff1e55526d5808f;0,1,0,1;0,0,1,1;-0.23033,-0.25066,-0.54363,0.24271
1211;d75024e65a331b628fe00e5a775b886e;0,1,0,1;0,0,1,1;-0.20283,0.42914,0.40331,0.26282
1212;231a7dba2f2090bf4a174154c12a5db8;0,1,0,1;0,0,1,1;0.20283,-0.42914,-0.40331,-0.26282
1213;adcdb0e686f21acc09c5f31de2e3b3de;0,1,0,1;0,0,1,1;0.20149,0.5596,0.36471,-0.24615
1214;a86d627892d237fea493f4d31dbe7912;0,1,0,1;0,0,1,1;-0.20149,-0.5596,-0.36471,0.24615
1215;821880992832aed96dffff326c120cc8;0,1,0,1;0,0,1,1;-0.13053,0.56569,0.35271,0.17608
1216;9c389a262d3d8d31b767cc2c63661ee0;0,1,0,1;0,0,1,1;0.13053,-0.56569,-0.35271,-0.17608
1217;b46fe03a7fd35edaf5494742f3670b56;0,1,0,1;0,0,1,1;0.24783,0.27277,0.12675,0.0097385
1218;1e608ec8c5ad55763539c0a8161d70b1;0,1,0,1;0,0,1,1;-0.24783,-0.27277,-0.12675,-0.0097385
1219;7933aff2eea3259adebba1c6ec6a3c93;0,1,0,1;0,0,1,1;-0.36858,0.33813,0.49763,0.22408
1220;feb4fccfcb626c03970bda27538c3cfa;0,1,0,1;0,0,1,1;0.36858,-0.33813,-0.49763,-0.22408
1221;76f5bbd6a869851f1ccfa29b2919db16;0,1,0,1;0,0,1,1;0.1144,0.27646,0.35961,-0.21694
1222;b02aa2705daaeacbc120866a76a5e73f;0,1,0,1;0,0,1,1;-0.1144,-0.27646,-0.35961,0.21694
1223;c0bdc7137a7a47c2929024048e016b31;0,1,0,1;0,0,1,1;-0.25529,0.18824,0.48398,0.030962
1224;ea1ea5fcf6506526f139fb880b9366ac;0,1,0,1;0,0,1,1;0.25529,-0.18824,-0.48398,-0.030962
1225;d0539d405074aa8ef47a4024c7309d64;0,1,0,1;0,0,1,1;0.40642,0.27016,0.15626,-0.1318
1226;88766f8259b6168ebf31be2b7bd4e07d;0,1,0,1;0,0,1,1;-0.40642,-0.27016,-0.15626,0.1318
1227;da320cdb15febf0f1838727f5107f1df;0,1,0,1;0,0,1,1;-0.078727,0.17515,0.31855,-0.10674
1228;79919206c583d156a2b6a2b44b67cd41;0,1,0,1;0,0,1,1;0.078727,-0.17515,-0.31855,0.10674
1229;c35deb90038c158facba18a3fa65ceee;0,1,0,1;0,0,1,1;-0.043083,0.25324,0.50349,-0.022407
1230;429b717b5d91bd8460aab028a3d0fa07;0,1,0,1;0,0,1,1;0.043083,-0.25324,-0.50349,0.022407
1231;6b26bef84419704f1dccef564ee38cf7;0,1,0,1;0,0,1,1;0.25768,0.49658,0.2024,0.026966
1232;b5dfcaf4df250d3ef7676223579c92c5;0,1,0,1;0,0,1,1;-0.25768,-0.49658,-0.2024,-0.026966
1233;e1cdb91e82da853605481be79760bfad;0,1,0,1;0,0,1,1;0.09961,0.38543,0.48801,-0.023798
1234;3de16265cdf1baa63b8d2a335f48ec62;0,1,0,1;0,0,1,1;-0.09961,-0.38543,-0.48801,0.023798
1235;1bd69b9e2dbffab409925c10a2a60572;0,1,0,1;0,0,1,1;-0.12737,0.58081,0.12423,0.061626
1236;57a6bd1ec7ab7102df8347f1211cf028;0,1,0,1;0,0,1,1;0.12737,-0.58081,-0.12423,-0.061626
1237;46755e181e1cfb475d62ead7d923b0ee;0,1,0,1;0,0,1,1;0.34308,0.28265,0.43859,-0.24469
1238;06e0472b0ef0cd5a0a1a5cbc19993a06;0,1,0,1;0,0,1,1;-0.34308,-0.28265,-0.43859,0.24469
1239;95f10e9a90aa79dbbc9f2f4bd9976a99;0,1,0,1;0,0,1,1;-0.27378,0.43943,0.36749,0.20805
1240;09effc200fe3418cf5d93c8bd068b115;0,1,0,1;0,0,1,1;0.27378,-0.43943,-0.36749,-0.20805
1241;95f1c38f479a38c1501041c8fd4c7bd8;0,1,0,1;0,0,1,1;-0.19012,0.1779,0.15248,0.052041
1242;df17305e235b2e41d890d20115243199;0,1,0,1;0,0,1,1;0.19012,-0.1779,-0.15248,-0.052041
1243;414a8cbd31a45326b276e8841d48a77c;0,1,0,1;0,0,1,1;-0.21651,0.73724,0.21524,0.21216
1244;ba65b9ac12cd4f1c48af04f6a9b5677c;0,1,0,1;0,0,1,1;0.21651,-0.73724,-0.21524,-0.21216
1245;170b0fb366c1cb17178aeb8f49b63363;0,1,0,1;0,0,1,1;0.0086564,0.55758,0.31096,0.049064
1246;11c0870a0036a2c5d4ab76a9b28813f6;0,1,0,1;0,0,1,1;-0.0086564,-0.55758,-0.31096,-0.049064
1247;28625776b9e567b4203dede28fc28a9b;0,1,0,1;0,0,1,1;0.33404,0.50145,0.12654,-0.08351
1248;c6253de5b9da665d3b910111efd4f14b;0,1,0,1;0,0,1,1;-0.33404,-0.50145,-0.12654,0.08351
1249;468998783d72a20d828c22b171cb6353;0,1,0,1;0,0,1,1;0.20639,0.34119,0.2958,0.14232
1250;67c4cf37ab6096cfe9c2628717b8bb7c;0,1,0,1;0,0,1,1;-0.20639,-0.34119,-0.2958,-0.14232
1251;451fce48bd8d91820a3adb34bae9f2da;0,1,0,1;0,0,1,1;-0.34712,0.44826,0.36985,0.36379
1252;78e65b2cb38d143adb60782fb93a6d5c;0,1,0,1;0,0,1,1;0.34712,-0.44826,-0.36985,-0.36379
1253;a23829241bb4162814605e4c4b22a14c;0,1,0,1;0,0,1,1;-0.25642,0.11502,0.34247,-0.094126
1254;98568081a857d6ea36caeb2e3d64a120;0,1,0,1;0,0,1,1;0.25642,-0.11502,-0.34247,0.094126
1255;5d1f9c9afff82fbfd4cf1081429d4a91;0,1,0,1;0,0,1,1;-0.4226,0.46665,0.23956,0.15074
1256;aa7123495282aeb2cd0350168dc242ac;0,1,0,1;0,0,1,1;0.4226,-0.46665,-0.23956,-0.15074
1257;6a5e5796e72a9168687868f021037466;0,1,0,1;0,0,1,1;-0.17788,0.69255,0.070541,-0.045262
1258;27c5e183b11ae5432221fe1f86561f47;0,1,0,1;0,0,1,1;0.17788,-0.69255,-0.070541,0.045262
1259;c0fa9e33db99260d1e5286c3132c6977;0,1,0,1;0,0,1,1;-0.13987,0.5352,0.20271,0.14538
1260;25b373854dcc60df2de4878da78f1c8c;0,1,0,1;0,0,1,1;0.13987,-0.5352,-0.20271,-0.14538
1261;40726f4604f9bda413d122a0f8c77c88;0,1,0,1;0,0,1,1;0.32028,0.30345,0.22189,-0.21707
1262;d50b2fea53b1785b81b630e177d9e04c;0,1,0,1;0,0,1,1;-0.32028,-0.30345,-0.22189,0.21707
1263;d9cc4d830f94934d82071861c38f79b9;0,1,0,1;0,0,1,1;0.49753,0.2951,0.31852,-0.20935
1264;1f27617d49cb495f7b8946af933ef5d8;0,1,0,1;0,0,1,1;-0.49753,-0.2951,-0.31852,0.20935
1265;84e66eee625802aa57c5c278f38a4f0b;0,1,0,1;0,0,1,1;0.15015,0.14148,0.15558,-0.12815
1266;1b65eee5dd59cc2bc744c364606518a4;0,1,0,1;0,0,1,1;-0.15015,-0.14148,-0.15558,0.12815
1267;13c98fcf89859bf729d6e4516ceeedbf;0,1,0,1;0,0,1,1;-0.4878,0.23964,0.48862,0.22203
1268;46a05293c9685e1c608768c405dec48b;0,1,0,1;0,0,1,1;0.4878,-0.23964,-0.48862,-0.22203
1269;d90c2c706b3649b9ccc00f9c7427aef9;0,1,0,1;0,0,1,1;-0.31875,0.14541,0.36923,0.055401
1270;2b7762fcda2ecdd529e564a5cce2dd90;0,1,0,1;0,0,1,1;0.31875,-0.14541,-0.36923,-0.055401
1271;be0cae09f6383f2e9a8fc306b326561a;0,1,0,1;0,0,1,1;0.10615,0.56132,0.16633,-0.14636
1272;6f35aaceccc3c72f223ce4c42b6713da;0,1,0,1;0,0,1,1;-0.10615,-0.56132,-0.16633,0.14636
1273;cd489866116c9cc44f07152eadd33aab;0,1,0,1;0,0,1,1;0.44836,0.26588,0.19807,-0.13382
1274;f4295bab4792139c9c472aa530151b83;0,1,0,1;0,0,1,1;-0.44836,-0.26588,-0.19807,0.13382
1275;21d4bf3da57e9ae53e2a65b827fe713c;0,1,0,1;0,0,1,1;0.30292,0.31766,0.50611,-0.16414
1276;45086be2d230a698565541879ec11a14;0,1,0,1;0,0,1,1;-0.30292,-0.31766,-0.50611,0.16414
1277;5071737d5519ee569a05d8e8ff178096;0,1,0,1;0,0,1,1;0.23063,0.011004,0.67582,-0.0032403
1278;14443eb38eedac4ab20eecc91d31e70b;0,1,0,1;0,0,1,1;-0.23063,-0.011004,-0.67582,0.0032403
1279;955c44c688716829f75b79922418d510;0,1,0,1;0,0,1,1;0.19061,0.2978,0.35329,-0.014812
1280;7d0e11fe4d25094dac08818938e586c0;0,1,0,1;0,0,1,1;-0.19061,-0.2978,-0.35329,0.014812
1281;0e2e5c4e0f5b53546efb86aeea05c59c;0,1,0,1;0,0,1,1;0.07849,0.12839,0.54109,-0.099124
1282;ac552ec1ab01a43e8aa794e26ccd41b8;0,1,0,1;0,0,1,1;-0.07849,-0.12839,-0.54109,0.099124
1283;1eb0a7b9794f414eef35bda70aa6c65d;0,1,0,1;0,0,1,1;0.096104,0.61858,0.16178,0.097493
1284;a44017e66bb1d1cd07a46403c03af428;0,1,0,1;0,0,1,1;-0.096104,-0.61858,-0.16178,-0.097493
1285;ce3d8ede5d51a8403563474eb4f0a96a;0,1,0,1;0,0,1,1;-0.34939,0.54949,0.30302,0.24543
1286;f2d306a7ce60fd61ced6772a031fd3eb;0,1,0,1;0,0,1,1;0.34939,-0.54949,-0.30302,-0.24543
1287;40de840f8bc6a7b9c211036bfa4a9969;0,1,0,1;0,0,1,1;-0.18862,0.1367,0.20599,0.009042
1288;403f32cdf44e15f8a6e578747d39146f;0,1,0,1;0,0,1,1;0.18862,-0.1367,-0.20599,-0.009042
1289;9d93ded52054ff3ce9909344786d7a79;0,1,0,1;0,0,1,1;0.41703,0.22916,0.30082,0.039899
1290;ac4477c30cc13ba4a0584551f255c808;0,1,0,1;0,0,1,1;-0.41703,-0.22916,-0.30082,-0.039899
1291;3c8b5fa4197190d2177216e6cc706abf;0,1,0,1;0,0,1,1;0.099973,0.24658,0.41636,0.15328
1292;40479c5a78948742776f412ba4c73f23;0,1,0,1;0,0,1,1;-0.099973,-0.24658,-0.41636,-0.15328
1293;966cf1378727ee9032fa08e88ffac9a8;0,1,0,1;0,0,1,1;-0.054692,0.336,0.49148,-0.10191
1294;a3ae6a3fdbbd68ef854c084b98882739;0,1,0,1;0,0,1,1;0.054692,-0.336,-0.49148,0.10191
1295;0b6387fe93c19e6f74a6817755a1d33f;0,1,0,1;0,0,1,1;0.54779,0.409,0.1611,-0.12694
1296;30c742c6a4fb085810170abe9f18fe39;0,1,0,1;0,0,1,1;-0.54779,-0.409,-0.1611,0.12694
1297;dd06015ff89216f73e6790e9807f0354;0,1,0,1;0,0,1,1;-0.085393,0.15079,0.36449,-0.082758
1298;f30c87392b128c8b51f0f9c7906a6be0;0,1,0,1;0,0,1,1;0.085393,-0.15079,-0.36449,0.082758
1299;efcdae9f14761572cbef8127fd4d71df;0,1,0,1;0,0,1,1;-0.33356,0.25708,0.49641,0.10702
1300;40f2f3513d70456a9623421f1e1eed5b;0,1,0,1;0,0,1,1;0.33356,-0.25708,-0.49641,-0.10702
1301;68d5b2c6955c07933c5cca0f879bb21d;0,1,0,1;0,0,1,1;-0.11248,0.31154,0.33542,0.045541
1302;9af66da7d8990e60a7ad73a80cc9d56d;0,1,0,1;0,0,1,1;0.11248,-0.31154,-0.33542,-0.045541
1303;b225e024e677f3aa4ee666a2353f9989;0,1,0,1;0,0,1,1;0.0047241,0.21083,0.28785,-0.00069783
1304;2d5ae3a685406fdb58bb2f94384566f9;0,1,0,1;0,0,1,1;-0.0047241,-0.21083,-0.28785,0.00069783
1305;a0ced1ea60a0d2c6132deb56d2c9fd5b;0,1,0,1;0,0,1,1;-0.039573,0.064405,0.10769,0.044036
1306;cfa86100fff8697d6b2cac80f709f47a;0,1,0,1;0,0,1,1;0.039573,-0.064405,-0.10769,-0.044036
1307;b08f2efb065fd09778a2fd197dd5bae4;0,1,0,1;0,0,1,1;-0.16779,0.35043,0.633,0.18113
1308;f5022ac036b5c26101211d818e1847c4;0,1,0,1;0,0,1,1;0.16779,-0.35043,-0.633,-0.18113
1309;26636213ae2404dc51701ef0521d86f0;0,1,0,1;0,0,1,1;0.11574,0.10899,0.20196,0.099008
1310;b0019d077a5bc5a7e0c1bb66e4f395f3;0,1,0,1;0,0,1,1;-0.11574,-0.10899,-0.20196,-0.099008
1311;9f528b647c29bcaf2d16e532c535f78c;0,1,0,1;0,0,1,1;0.4042,0.22807,0.13845,-0.10789
1312;68df0596231d115bec8ad9946448a684;0,1,0,1;0,0,1,1;-0.4042,-0.22807,-0.13845,0.10789
1313;dad931e085364136a0fc78a552452138;0,1,0,1;0,0,1,1;0.065748,0.19875,0.63523,-0.13617
1314;8185b6727affcfbd5a81fdd3e0193e6b;0,1,0,1;0,0,1,1;-0.065748,-0.19875,-0.63523,0.13617
1315;d33024aa6a3bb2f38dc490e0a14cfa1b;0,1,0,1;0,0,1,1;-0.014883,0.50162,0.30004,0.078711
1316;8f93af7ecd20801322d9bb5ea4e6dcf4;0,1,0,1;0,0,1,1;0.014883,-0.50162,-0.30004,-0.078711
1317;f3d9848e857cdd0eb3d52a400bc8bbd2;0,1,0,1;0,0,1,1;-0.092483,0.40115,0.28635,0.11381
1318;2778edc43bf7ccad16c10ab2fc4caa9e;0,1,0,1;0,0,1,1;0.092483,-0.40115,-0.28635,-0.11381
1319;af5929c9c6824b502f7d3356b14009c9;0,1,0,1;0,0,1,1;0.041024,0.30526,0.57,-0.048134
1320;72c6435a3d625785aead2ec87e6f0aec;0,1,0,1;0,0,1,1;-0.041024,-0.30526,-0.57,0.048134
1321;d21792e79a1935833a5b3104c722e548;0,1,0,1;0,0,1,1;-0.071839,0.46339,0.19941,0.19423
1322;27ab8347d3e804d6dd5a02425f540734;0,1,0,1;0,0,1,1;0.071839,-0.46339,-0.19941,-0.19423
1323;00c89a9bf1d8a7846d63d43cd31001ce;0,1,0,1;0,0,1,1;-0.11885,0.3245,0.22122,-0.13143
1324;a105ea29333b416a2971a1571720e6f6;0,1,0,1;0,0,1,1;0.11885,-0.3245,-0.22122,0.13143
1325;89c8597fb8de747cb4464b5f9cb8fdac;0,1,0,1;0,0,1,1;0.16126,0.46,0.3639,-0.33467
1326;e36458517d59b91805a0178e9a9f1773;0,1,0,1;0,0,1,1;-0.16126,-0.46,-0.3639,0.33467
1327;b9039c30b17e54b63e2a7cd1d31bd017;0,1,0,1;0,0,1,1;-0.37706,0.28218,0.20688,0.015251
1328;852bad75fd0b605166f7dffb19123f05;0,1,0,1;0,0,1,1;0.37706,-0.28218,-0.20688,-0.015251
1329;9aa3b177d47de1759817ab647a91a84f;0,1,0,1;0,0,1,1;-0.26501,0.17576,0.25669,-0.098433
1330;c39a5f682d7b1834830126818bfa68f7;0,1,0,1;0,0,1,1;0.26501,-0.17576,-0.25669,0.098433
1331;ec2534fad1b46dcd87612a42574ef0a3;0,1,0,1;0,0,1,1;0.01232,0.41986,0.41663,-0.081607
1332;b95ec9725950f885f291f19f1019aad4;0,1,0,1;0,0,1,1;-0.01232,-0.41986,-0.41663,0.081607
1333;898d5a9779f22a3f85cf253cfda05fbb;0,1,0,1;0,0,1,1;-0.069808,0.2185,0.68354,-0.024834
1334;0e1c57bcaeca7b74b985b1ca6900a0a3;0,1,0,1;0,0,1,1;0.069808,-0.2185,-0.68354,0.024834
1335;3c5de4ea90938fcefa7e898d7f1ed569;0,1,0,1;0,0,1,1;0.0095654,0.034327,0.52911,-0.024303
1336;e3a47f2eacb911ef069de280dc68e26e;0,1,0,1;0,0,1,1;-0.0095654,-0.034327,-0.52911,0.024303
1337;2e8f5acf59760ec867f52b32290b432a;0,1,0,1;0,0,1,1;0.045461,0.28306,0.34678,0.12472
1338;de311cf511a270d539509dde46e2920b;0,1,0,1;0,0,1,1;-0.045461,-0.28306,-0.34678,-0.12472
1339;e331b2e50861a3dbd101eb898b516348;0,1,0,1;0,0,1,1;-0.034447,0.60982,0.32783,0.016935
